,conformer,molecule_name,xyz,xyz_reduced,atom_index,attached_atom,neighboring_atoms,fragment,netcharge,multiplicity,smiles_orig,smiles_reduced
330,-7.xyz,CC(=O)N_CNC(=O)C,"21

C      0.953410    2.707980    3.265220
C      1.791730    1.968440    2.245700
O      1.568470    0.816120    1.901530
N      2.831200    2.690020    1.729250
H      0.146150    2.045120    3.619550
H      0.498910    3.609750    2.821550
H      1.564720    3.011990    4.131530
H      3.015390    3.653650    2.019110
H      3.433100    2.240900    1.034610
C      4.479960   -1.273960    1.259430
N      3.284990   -0.939060    0.509710
C      3.049660    0.339250    0.102870
O      3.835250    1.248270    0.354340
C      1.763830    0.542340   -0.670240
H      4.471900   -2.353480    1.485630
H      4.519160   -0.715630    2.209870
H      5.388440   -1.043100    0.678070
H      2.605970   -1.669050    0.280450
H      0.887690    0.264490   -0.060480
H      1.676490    1.606410   -0.947260
H      1.756980   -0.062950   -1.592290
","20

C      0.953410    2.707980    3.265220
C      1.791730    1.968440    2.245700
O      1.568470    0.816120    1.901530
N      2.831200    2.690020    1.729250
H      0.146150    2.045120    3.619550
H      0.498910    3.609750    2.821550
H      1.564720    3.011990    4.131530
H      3.015390    3.653650    2.019110
H      3.433100    2.240900    1.034610
C      4.479960   -1.273960    1.259430
N      3.284990   -0.939060    0.509710
C      3.049660    0.339250    0.102870
O      3.835250    1.248270    0.354340
C      1.763830    0.542340   -0.670240
H      4.471900   -2.353480    1.485630
H      4.519160   -0.715630    2.209870
H      5.388440   -1.043100    0.678070
H      0.887690    0.264490   -0.060480
H      1.676490    1.606410   -0.947260
H      1.756980   -0.062950   -1.592290
",17,N,"['C', 'C', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F96C0A50>,0,,[H]N(C(O)C([H])([H])[H])C([H])([H])[H].[H]N([H])C(O)C([H])([H])[H],[H]C([H])([H])NC(O)C([H])([H])[H].[H]N([H])C(O)C([H])([H])[H]
331,-7.xyz,CC(=O)N_CNC(=O)C,"21

C      0.953410    2.707980    3.265220
C      1.791730    1.968440    2.245700
O      1.568470    0.816120    1.901530
N      2.831200    2.690020    1.729250
H      0.146150    2.045120    3.619550
H      0.498910    3.609750    2.821550
H      1.564720    3.011990    4.131530
H      3.015390    3.653650    2.019110
H      3.433100    2.240900    1.034610
C      4.479960   -1.273960    1.259430
N      3.284990   -0.939060    0.509710
C      3.049660    0.339250    0.102870
O      3.835250    1.248270    0.354340
C      1.763830    0.542340   -0.670240
H      4.471900   -2.353480    1.485630
H      4.519160   -0.715630    2.209870
H      5.388440   -1.043100    0.678070
H      2.605970   -1.669050    0.280450
H      0.887690    0.264490   -0.060480
H      1.676490    1.606410   -0.947260
H      1.756980   -0.062950   -1.592290
","20

C      0.953410    2.707980    3.265220
C      1.791730    1.968440    2.245700
O      1.568470    0.816120    1.901530
N      2.831200    2.690020    1.729250
H      0.146150    2.045120    3.619550
H      0.498910    3.609750    2.821550
H      1.564720    3.011990    4.131530
H      3.433100    2.240900    1.034610
C      4.479960   -1.273960    1.259430
N      3.284990   -0.939060    0.509710
C      3.049660    0.339250    0.102870
O      3.835250    1.248270    0.354340
C      1.763830    0.542340   -0.670240
H      4.471900   -2.353480    1.485630
H      4.519160   -0.715630    2.209870
H      5.388440   -1.043100    0.678070
H      2.605970   -1.669050    0.280450
H      0.887690    0.264490   -0.060480
H      1.676490    1.606410   -0.947260
H      1.756980   -0.062950   -1.592290
",7,N,"['C', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F96C0A50>,0,,[H]N(C(O)C([H])([H])[H])C([H])([H])[H].[H]N([H])C(O)C([H])([H])[H],[H]N(C(O)C([H])([H])[H])C([H])([H])[H].[H]NC(O)C([H])([H])[H]
332,0.xyz,CC(=O)N_CNC(=O)C,"21

C      0.516280    2.955980    3.752470
C      1.354600    2.216440    2.732950
O      1.131340    1.064120    2.388780
N      2.394060    2.938020    2.216500
H     -0.290990    2.293120    4.106790
H      0.061780    3.857750    3.308800
H      1.127580    3.259990    4.618780
H      2.578260    3.901650    2.506360
H      2.995960    2.488900    1.521850
C      4.479960   -1.273960    1.259430
N      3.284990   -0.939060    0.509710
C      3.049660    0.339250    0.102870
O      3.835250    1.248270    0.354340
C      1.763830    0.542340   -0.670240
H      4.471900   -2.353480    1.485630
H      4.519160   -0.715630    2.209870
H      5.388440   -1.043100    0.678070
H      2.605970   -1.669050    0.280450
H      0.887690    0.264490   -0.060480
H      1.676490    1.606410   -0.947260
H      1.756980   -0.062950   -1.592290
","20

C      0.516280    2.955980    3.752470
C      1.354600    2.216440    2.732950
O      1.131340    1.064120    2.388780
N      2.394060    2.938020    2.216500
H     -0.290990    2.293120    4.106790
H      0.061780    3.857750    3.308800
H      1.127580    3.259990    4.618780
H      2.578260    3.901650    2.506360
H      2.995960    2.488900    1.521850
C      4.479960   -1.273960    1.259430
N      3.284990   -0.939060    0.509710
C      3.049660    0.339250    0.102870
O      3.835250    1.248270    0.354340
C      1.763830    0.542340   -0.670240
H      4.471900   -2.353480    1.485630
H      4.519160   -0.715630    2.209870
H      5.388440   -1.043100    0.678070
H      2.605970   -1.669050    0.280450
H      0.887690    0.264490   -0.060480
H      1.756980   -0.062950   -1.592290
",19,C,"['C', 'H', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F96BA0B0>,0,,[H]N(C(O)C([H])([H])[H])C([H])([H])[H].[H]N([H])C(O)C([H])([H])[H],[H]C([H])C(O)N([H])C([H])([H])[H].[H]N([H])C(O)C([H])([H])[H]
333,0.xyz,CC(=O)N_CNC(=O)C,"21

C      0.516280    2.955980    3.752470
C      1.354600    2.216440    2.732950
O      1.131340    1.064120    2.388780
N      2.394060    2.938020    2.216500
H     -0.290990    2.293120    4.106790
H      0.061780    3.857750    3.308800
H      1.127580    3.259990    4.618780
H      2.578260    3.901650    2.506360
H      2.995960    2.488900    1.521850
C      4.479960   -1.273960    1.259430
N      3.284990   -0.939060    0.509710
C      3.049660    0.339250    0.102870
O      3.835250    1.248270    0.354340
C      1.763830    0.542340   -0.670240
H      4.471900   -2.353480    1.485630
H      4.519160   -0.715630    2.209870
H      5.388440   -1.043100    0.678070
H      2.605970   -1.669050    0.280450
H      0.887690    0.264490   -0.060480
H      1.676490    1.606410   -0.947260
H      1.756980   -0.062950   -1.592290
","20

C      0.516280    2.955980    3.752470
C      1.354600    2.216440    2.732950
O      1.131340    1.064120    2.388780
N      2.394060    2.938020    2.216500
H     -0.290990    2.293120    4.106790
H      0.061780    3.857750    3.308800
H      1.127580    3.259990    4.618780
H      2.578260    3.901650    2.506360
H      2.995960    2.488900    1.521850
C      4.479960   -1.273960    1.259430
N      3.284990   -0.939060    0.509710
C      3.049660    0.339250    0.102870
O      3.835250    1.248270    0.354340
C      1.763830    0.542340   -0.670240
H      4.519160   -0.715630    2.209870
H      5.388440   -1.043100    0.678070
H      2.605970   -1.669050    0.280450
H      0.887690    0.264490   -0.060480
H      1.676490    1.606410   -0.947260
H      1.756980   -0.062950   -1.592290
",14,C,"['N', 'H', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F96C0900>,0,,[H]N(C(O)C([H])([H])[H])C([H])([H])[H].[H]N([H])C(O)C([H])([H])[H],[H]C([H])N([H])C(O)C([H])([H])[H].[H]N([H])C(O)C([H])([H])[H]
334,0.xyz,CC(=O)N_CNC(=O)C,"21

C      0.516280    2.955980    3.752470
C      1.354600    2.216440    2.732950
O      1.131340    1.064120    2.388780
N      2.394060    2.938020    2.216500
H     -0.290990    2.293120    4.106790
H      0.061780    3.857750    3.308800
H      1.127580    3.259990    4.618780
H      2.578260    3.901650    2.506360
H      2.995960    2.488900    1.521850
C      4.479960   -1.273960    1.259430
N      3.284990   -0.939060    0.509710
C      3.049660    0.339250    0.102870
O      3.835250    1.248270    0.354340
C      1.763830    0.542340   -0.670240
H      4.471900   -2.353480    1.485630
H      4.519160   -0.715630    2.209870
H      5.388440   -1.043100    0.678070
H      2.605970   -1.669050    0.280450
H      0.887690    0.264490   -0.060480
H      1.676490    1.606410   -0.947260
H      1.756980   -0.062950   -1.592290
","20

C      0.516280    2.955980    3.752470
C      1.354600    2.216440    2.732950
O      1.131340    1.064120    2.388780
N      2.394060    2.938020    2.216500
H     -0.290990    2.293120    4.106790
H      0.061780    3.857750    3.308800
H      1.127580    3.259990    4.618780
H      2.578260    3.901650    2.506360
H      2.995960    2.488900    1.521850
C      4.479960   -1.273960    1.259430
N      3.284990   -0.939060    0.509710
C      3.049660    0.339250    0.102870
O      3.835250    1.248270    0.354340
C      1.763830    0.542340   -0.670240
H      4.471900   -2.353480    1.485630
H      4.519160   -0.715630    2.209870
H      5.388440   -1.043100    0.678070
H      0.887690    0.264490   -0.060480
H      1.676490    1.606410   -0.947260
H      1.756980   -0.062950   -1.592290
",17,N,"['C', 'C', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F96C0900>,0,,[H]N(C(O)C([H])([H])[H])C([H])([H])[H].[H]N([H])C(O)C([H])([H])[H],[H]C([H])([H])NC(O)C([H])([H])[H].[H]N([H])C(O)C([H])([H])[H]
335,0.xyz,CC(=O)N_CNC(=O)C,"21

C      0.516280    2.955980    3.752470
C      1.354600    2.216440    2.732950
O      1.131340    1.064120    2.388780
N      2.394060    2.938020    2.216500
H     -0.290990    2.293120    4.106790
H      0.061780    3.857750    3.308800
H      1.127580    3.259990    4.618780
H      2.578260    3.901650    2.506360
H      2.995960    2.488900    1.521850
C      4.479960   -1.273960    1.259430
N      3.284990   -0.939060    0.509710
C      3.049660    0.339250    0.102870
O      3.835250    1.248270    0.354340
C      1.763830    0.542340   -0.670240
H      4.471900   -2.353480    1.485630
H      4.519160   -0.715630    2.209870
H      5.388440   -1.043100    0.678070
H      2.605970   -1.669050    0.280450
H      0.887690    0.264490   -0.060480
H      1.676490    1.606410   -0.947260
H      1.756980   -0.062950   -1.592290
","20

C      0.516280    2.955980    3.752470
C      1.354600    2.216440    2.732950
O      1.131340    1.064120    2.388780
N      2.394060    2.938020    2.216500
H     -0.290990    2.293120    4.106790
H      0.061780    3.857750    3.308800
H      1.127580    3.259990    4.618780
H      2.995960    2.488900    1.521850
C      4.479960   -1.273960    1.259430
N      3.284990   -0.939060    0.509710
C      3.049660    0.339250    0.102870
O      3.835250    1.248270    0.354340
C      1.763830    0.542340   -0.670240
H      4.471900   -2.353480    1.485630
H      4.519160   -0.715630    2.209870
H      5.388440   -1.043100    0.678070
H      2.605970   -1.669050    0.280450
H      0.887690    0.264490   -0.060480
H      1.676490    1.606410   -0.947260
H      1.756980   -0.062950   -1.592290
",7,N,"['C', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F96C0900>,0,,[H]N(C(O)C([H])([H])[H])C([H])([H])[H].[H]N([H])C(O)C([H])([H])[H],[H]N(C(O)C([H])([H])[H])C([H])([H])[H].[H]NC(O)C([H])([H])[H]
336,10.xyz,CC(=O)N_CNC(=O)C,"21

C     -0.108200    3.310260    4.448540
C      0.730120    2.570720    3.429020
O      0.506860    1.418400    3.084850
N      1.769590    3.292300    2.912570
H     -0.915470    2.647400    4.802860
H     -0.562700    4.212030    4.004860
H      0.503110    3.614270    5.314850
H      1.953780    4.255930    3.202430
H      2.371490    2.843180    2.217920
C      4.479960   -1.273960    1.259430
N      3.284990   -0.939060    0.509710
C      3.049660    0.339250    0.102870
O      3.835250    1.248270    0.354340
C      1.763830    0.542340   -0.670240
H      4.471900   -2.353480    1.485630
H      4.519160   -0.715630    2.209870
H      5.388440   -1.043100    0.678070
H      2.605970   -1.669050    0.280450
H      0.887690    0.264490   -0.060480
H      1.676490    1.606410   -0.947260
H      1.756980   -0.062950   -1.592290
","20

C     -0.108200    3.310260    4.448540
C      0.730120    2.570720    3.429020
O      0.506860    1.418400    3.084850
N      1.769590    3.292300    2.912570
H     -0.915470    2.647400    4.802860
H     -0.562700    4.212030    4.004860
H      1.953780    4.255930    3.202430
H      2.371490    2.843180    2.217920
C      4.479960   -1.273960    1.259430
N      3.284990   -0.939060    0.509710
C      3.049660    0.339250    0.102870
O      3.835250    1.248270    0.354340
C      1.763830    0.542340   -0.670240
H      4.471900   -2.353480    1.485630
H      4.519160   -0.715630    2.209870
H      5.388440   -1.043100    0.678070
H      2.605970   -1.669050    0.280450
H      0.887690    0.264490   -0.060480
H      1.676490    1.606410   -0.947260
H      1.756980   -0.062950   -1.592290
",6,C,"['C', 'H', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F96C0430>,0,,[H]N(C(O)C([H])([H])[H])C([H])([H])[H].[H]N([H])C(O)C([H])([H])[H],[H]C([H])C(O)N([H])[H].[H]N(C(O)C([H])([H])[H])C([H])([H])[H]
337,10.xyz,CC(=O)N_CNC(=O)C,"21

C     -0.108200    3.310260    4.448540
C      0.730120    2.570720    3.429020
O      0.506860    1.418400    3.084850
N      1.769590    3.292300    2.912570
H     -0.915470    2.647400    4.802860
H     -0.562700    4.212030    4.004860
H      0.503110    3.614270    5.314850
H      1.953780    4.255930    3.202430
H      2.371490    2.843180    2.217920
C      4.479960   -1.273960    1.259430
N      3.284990   -0.939060    0.509710
C      3.049660    0.339250    0.102870
O      3.835250    1.248270    0.354340
C      1.763830    0.542340   -0.670240
H      4.471900   -2.353480    1.485630
H      4.519160   -0.715630    2.209870
H      5.388440   -1.043100    0.678070
H      2.605970   -1.669050    0.280450
H      0.887690    0.264490   -0.060480
H      1.676490    1.606410   -0.947260
H      1.756980   -0.062950   -1.592290
","20

C     -0.108200    3.310260    4.448540
C      0.730120    2.570720    3.429020
O      0.506860    1.418400    3.084850
N      1.769590    3.292300    2.912570
H     -0.915470    2.647400    4.802860
H     -0.562700    4.212030    4.004860
H      0.503110    3.614270    5.314850
H      1.953780    4.255930    3.202430
H      2.371490    2.843180    2.217920
C      4.479960   -1.273960    1.259430
N      3.284990   -0.939060    0.509710
C      3.049660    0.339250    0.102870
O      3.835250    1.248270    0.354340
C      1.763830    0.542340   -0.670240
H      4.519160   -0.715630    2.209870
H      5.388440   -1.043100    0.678070
H      2.605970   -1.669050    0.280450
H      0.887690    0.264490   -0.060480
H      1.676490    1.606410   -0.947260
H      1.756980   -0.062950   -1.592290
",14,C,"['N', 'H', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F96C2EB0>,0,,[H]N(C(O)C([H])([H])[H])C([H])([H])[H].[H]N([H])C(O)C([H])([H])[H],[H]C([H])N([H])C(O)C([H])([H])[H].[H]N([H])C(O)C([H])([H])[H]
338,10.xyz,CC(=O)N_CNC(=O)C,"21

C     -0.108200    3.310260    4.448540
C      0.730120    2.570720    3.429020
O      0.506860    1.418400    3.084850
N      1.769590    3.292300    2.912570
H     -0.915470    2.647400    4.802860
H     -0.562700    4.212030    4.004860
H      0.503110    3.614270    5.314850
H      1.953780    4.255930    3.202430
H      2.371490    2.843180    2.217920
C      4.479960   -1.273960    1.259430
N      3.284990   -0.939060    0.509710
C      3.049660    0.339250    0.102870
O      3.835250    1.248270    0.354340
C      1.763830    0.542340   -0.670240
H      4.471900   -2.353480    1.485630
H      4.519160   -0.715630    2.209870
H      5.388440   -1.043100    0.678070
H      2.605970   -1.669050    0.280450
H      0.887690    0.264490   -0.060480
H      1.676490    1.606410   -0.947260
H      1.756980   -0.062950   -1.592290
","20

C     -0.108200    3.310260    4.448540
C      0.730120    2.570720    3.429020
O      0.506860    1.418400    3.084850
N      1.769590    3.292300    2.912570
H     -0.915470    2.647400    4.802860
H     -0.562700    4.212030    4.004860
H      0.503110    3.614270    5.314850
H      1.953780    4.255930    3.202430
H      2.371490    2.843180    2.217920
C      4.479960   -1.273960    1.259430
N      3.284990   -0.939060    0.509710
C      3.049660    0.339250    0.102870
O      3.835250    1.248270    0.354340
C      1.763830    0.542340   -0.670240
H      4.471900   -2.353480    1.485630
H      4.519160   -0.715630    2.209870
H      5.388440   -1.043100    0.678070
H      0.887690    0.264490   -0.060480
H      1.676490    1.606410   -0.947260
H      1.756980   -0.062950   -1.592290
",17,N,"['C', 'C', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F96BA0B0>,0,,[H]N(C(O)C([H])([H])[H])C([H])([H])[H].[H]N([H])C(O)C([H])([H])[H],[H]C([H])([H])NC(O)C([H])([H])[H].[H]N([H])C(O)C([H])([H])[H]
339,10.xyz,CC(=O)N_CNC(=O)C,"21

C     -0.108200    3.310260    4.448540
C      0.730120    2.570720    3.429020
O      0.506860    1.418400    3.084850
N      1.769590    3.292300    2.912570
H     -0.915470    2.647400    4.802860
H     -0.562700    4.212030    4.004860
H      0.503110    3.614270    5.314850
H      1.953780    4.255930    3.202430
H      2.371490    2.843180    2.217920
C      4.479960   -1.273960    1.259430
N      3.284990   -0.939060    0.509710
C      3.049660    0.339250    0.102870
O      3.835250    1.248270    0.354340
C      1.763830    0.542340   -0.670240
H      4.471900   -2.353480    1.485630
H      4.519160   -0.715630    2.209870
H      5.388440   -1.043100    0.678070
H      2.605970   -1.669050    0.280450
H      0.887690    0.264490   -0.060480
H      1.676490    1.606410   -0.947260
H      1.756980   -0.062950   -1.592290
","20

C     -0.108200    3.310260    4.448540
C      0.730120    2.570720    3.429020
O      0.506860    1.418400    3.084850
N      1.769590    3.292300    2.912570
H     -0.915470    2.647400    4.802860
H     -0.562700    4.212030    4.004860
H      0.503110    3.614270    5.314850
H      1.953780    4.255930    3.202430
C      4.479960   -1.273960    1.259430
N      3.284990   -0.939060    0.509710
C      3.049660    0.339250    0.102870
O      3.835250    1.248270    0.354340
C      1.763830    0.542340   -0.670240
H      4.471900   -2.353480    1.485630
H      4.519160   -0.715630    2.209870
H      5.388440   -1.043100    0.678070
H      2.605970   -1.669050    0.280450
H      0.887690    0.264490   -0.060480
H      1.676490    1.606410   -0.947260
H      1.756980   -0.062950   -1.592290
",8,N,"['C', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F96C0A50>,0,,[H]N(C(O)C([H])([H])[H])C([H])([H])[H].[H]N([H])C(O)C([H])([H])[H],[H]N(C(O)C([H])([H])[H])C([H])([H])[H].[H]NC(O)C([H])([H])[H]
340,-5.xyz,CC(=O)N_COCC,"21

C     -0.624440    2.099930    0.423300
C      0.429250    1.524510    1.344030
O      0.283660    1.429740    2.554800
N      1.571790    1.112210    0.717530
H     -1.501500    2.401300    1.020420
H     -0.946060    1.353260   -0.322130
H     -0.240240    2.986020   -0.109470
H      1.690610    1.192770   -0.295350
H      2.320140    0.714110    1.290270
C      3.194270    1.491910    3.284480
O      3.007090    0.325090    2.513860
C      2.231130   -0.634940    3.213290
C      2.071350   -1.853810    2.331610
H      3.801150    2.194810    2.689300
H      3.727940    1.275680    4.225260
H      2.233500    1.975770    3.528230
H      2.735760   -0.900380    4.162160
H      1.244410   -0.201730    3.466590
H      1.563300   -1.582900    1.390810
H      3.057750   -2.282990    2.087820
H      1.470980   -2.622270    2.847010
","20

C     -0.624440    2.099930    0.423300
C      0.429250    1.524510    1.344030
O      0.283660    1.429740    2.554800
N      1.571790    1.112210    0.717530
H     -1.501500    2.401300    1.020420
H     -0.946060    1.353260   -0.322130
H     -0.240240    2.986020   -0.109470
H      1.690610    1.192770   -0.295350
H      2.320140    0.714110    1.290270
C      3.194270    1.491910    3.284480
O      3.007090    0.325090    2.513860
C      2.231130   -0.634940    3.213290
C      2.071350   -1.853810    2.331610
H      3.801150    2.194810    2.689300
H      3.727940    1.275680    4.225260
H      2.233500    1.975770    3.528230
H      2.735760   -0.900380    4.162160
H      1.244410   -0.201730    3.466590
H      1.563300   -1.582900    1.390810
H      1.470980   -2.622270    2.847010
",19,C,"['C', 'H', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F96BA660>,0,,[H]C([H])([H])OC([H])([H])C([H])([H])[H].[H]N([H])C(O)C([H])([H])[H],[H]C([H])C([H])([H])OC([H])([H])[H].[H]N([H])C(O)C([H])([H])[H]
341,-5.xyz,CC(=O)N_COCC,"21

C     -0.624440    2.099930    0.423300
C      0.429250    1.524510    1.344030
O      0.283660    1.429740    2.554800
N      1.571790    1.112210    0.717530
H     -1.501500    2.401300    1.020420
H     -0.946060    1.353260   -0.322130
H     -0.240240    2.986020   -0.109470
H      1.690610    1.192770   -0.295350
H      2.320140    0.714110    1.290270
C      3.194270    1.491910    3.284480
O      3.007090    0.325090    2.513860
C      2.231130   -0.634940    3.213290
C      2.071350   -1.853810    2.331610
H      3.801150    2.194810    2.689300
H      3.727940    1.275680    4.225260
H      2.233500    1.975770    3.528230
H      2.735760   -0.900380    4.162160
H      1.244410   -0.201730    3.466590
H      1.563300   -1.582900    1.390810
H      3.057750   -2.282990    2.087820
H      1.470980   -2.622270    2.847010
","20

C     -0.624440    2.099930    0.423300
C      0.429250    1.524510    1.344030
O      0.283660    1.429740    2.554800
N      1.571790    1.112210    0.717530
H     -1.501500    2.401300    1.020420
H     -0.946060    1.353260   -0.322130
H     -0.240240    2.986020   -0.109470
H      1.690610    1.192770   -0.295350
H      2.320140    0.714110    1.290270
C      3.194270    1.491910    3.284480
O      3.007090    0.325090    2.513860
C      2.231130   -0.634940    3.213290
C      2.071350   -1.853810    2.331610
H      3.801150    2.194810    2.689300
H      3.727940    1.275680    4.225260
H      2.233500    1.975770    3.528230
H      2.735760   -0.900380    4.162160
H      1.563300   -1.582900    1.390810
H      3.057750   -2.282990    2.087820
H      1.470980   -2.622270    2.847010
",17,C,"['O', 'C', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F96BA4A0>,0,,[H]C([H])([H])OC([H])([H])C([H])([H])[H].[H]N([H])C(O)C([H])([H])[H],[H]C(OC([H])([H])[H])C([H])([H])[H].[H]N([H])C(O)C([H])([H])[H]
342,-5.xyz,CC(=O)N_COCC,"21

C     -0.624440    2.099930    0.423300
C      0.429250    1.524510    1.344030
O      0.283660    1.429740    2.554800
N      1.571790    1.112210    0.717530
H     -1.501500    2.401300    1.020420
H     -0.946060    1.353260   -0.322130
H     -0.240240    2.986020   -0.109470
H      1.690610    1.192770   -0.295350
H      2.320140    0.714110    1.290270
C      3.194270    1.491910    3.284480
O      3.007090    0.325090    2.513860
C      2.231130   -0.634940    3.213290
C      2.071350   -1.853810    2.331610
H      3.801150    2.194810    2.689300
H      3.727940    1.275680    4.225260
H      2.233500    1.975770    3.528230
H      2.735760   -0.900380    4.162160
H      1.244410   -0.201730    3.466590
H      1.563300   -1.582900    1.390810
H      3.057750   -2.282990    2.087820
H      1.470980   -2.622270    2.847010
","20

C     -0.624440    2.099930    0.423300
C      0.429250    1.524510    1.344030
O      0.283660    1.429740    2.554800
N      1.571790    1.112210    0.717530
H     -1.501500    2.401300    1.020420
H     -0.946060    1.353260   -0.322130
H     -0.240240    2.986020   -0.109470
H      1.690610    1.192770   -0.295350
H      2.320140    0.714110    1.290270
C      3.194270    1.491910    3.284480
O      3.007090    0.325090    2.513860
C      2.231130   -0.634940    3.213290
C      2.071350   -1.853810    2.331610
H      3.727940    1.275680    4.225260
H      2.233500    1.975770    3.528230
H      2.735760   -0.900380    4.162160
H      1.244410   -0.201730    3.466590
H      1.563300   -1.582900    1.390810
H      3.057750   -2.282990    2.087820
H      1.470980   -2.622270    2.847010
",13,C,"['O', 'H', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F96BA660>,0,,[H]C([H])([H])OC([H])([H])C([H])([H])[H].[H]N([H])C(O)C([H])([H])[H],[H]C([H])OC([H])([H])C([H])([H])[H].[H]N([H])C(O)C([H])([H])[H]
343,-5.xyz,CC(=O)N_COCC,"21

C     -0.624440    2.099930    0.423300
C      0.429250    1.524510    1.344030
O      0.283660    1.429740    2.554800
N      1.571790    1.112210    0.717530
H     -1.501500    2.401300    1.020420
H     -0.946060    1.353260   -0.322130
H     -0.240240    2.986020   -0.109470
H      1.690610    1.192770   -0.295350
H      2.320140    0.714110    1.290270
C      3.194270    1.491910    3.284480
O      3.007090    0.325090    2.513860
C      2.231130   -0.634940    3.213290
C      2.071350   -1.853810    2.331610
H      3.801150    2.194810    2.689300
H      3.727940    1.275680    4.225260
H      2.233500    1.975770    3.528230
H      2.735760   -0.900380    4.162160
H      1.244410   -0.201730    3.466590
H      1.563300   -1.582900    1.390810
H      3.057750   -2.282990    2.087820
H      1.470980   -2.622270    2.847010
","20

C     -0.624440    2.099930    0.423300
C      0.429250    1.524510    1.344030
O      0.283660    1.429740    2.554800
N      1.571790    1.112210    0.717530
H     -1.501500    2.401300    1.020420
H     -0.946060    1.353260   -0.322130
H     -0.240240    2.986020   -0.109470
H      2.320140    0.714110    1.290270
C      3.194270    1.491910    3.284480
O      3.007090    0.325090    2.513860
C      2.231130   -0.634940    3.213290
C      2.071350   -1.853810    2.331610
H      3.801150    2.194810    2.689300
H      3.727940    1.275680    4.225260
H      2.233500    1.975770    3.528230
H      2.735760   -0.900380    4.162160
H      1.244410   -0.201730    3.466590
H      1.563300   -1.582900    1.390810
H      3.057750   -2.282990    2.087820
H      1.470980   -2.622270    2.847010
",7,N,"['C', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F96C0EB0>,0,,[H]C([H])([H])OC([H])([H])C([H])([H])[H].[H]N([H])C(O)C([H])([H])[H],[H]C([H])([H])OC([H])([H])C([H])([H])[H].[H]NC(O)C([H])([H])[H]
344,-7.xyz,CC(=O)N_COCC,"21

C     -0.464060    2.016350    0.508710
C      0.589630    1.440930    1.429450
O      0.444030    1.346170    2.640210
N      1.732160    1.028630    0.802950
H     -1.341130    2.317720    1.105830
H     -0.785690    1.269690   -0.236710
H     -0.079870    2.902450   -0.024050
H      1.850990    1.109190   -0.209930
H      2.480510    0.630540    1.375680
C      3.194270    1.491910    3.284480
O      3.007090    0.325090    2.513860
C      2.231130   -0.634940    3.213290
C      2.071350   -1.853810    2.331610
H      3.801150    2.194810    2.689300
H      3.727940    1.275680    4.225260
H      2.233500    1.975770    3.528230
H      2.735760   -0.900380    4.162160
H      1.244410   -0.201730    3.466590
H      1.563300   -1.582900    1.390810
H      3.057750   -2.282990    2.087820
H      1.470980   -2.622270    2.847010
","20

C     -0.464060    2.016350    0.508710
C      0.589630    1.440930    1.429450
O      0.444030    1.346170    2.640210
N      1.732160    1.028630    0.802950
H     -0.785690    1.269690   -0.236710
H     -0.079870    2.902450   -0.024050
H      1.850990    1.109190   -0.209930
H      2.480510    0.630540    1.375680
C      3.194270    1.491910    3.284480
O      3.007090    0.325090    2.513860
C      2.231130   -0.634940    3.213290
C      2.071350   -1.853810    2.331610
H      3.801150    2.194810    2.689300
H      3.727940    1.275680    4.225260
H      2.233500    1.975770    3.528230
H      2.735760   -0.900380    4.162160
H      1.244410   -0.201730    3.466590
H      1.563300   -1.582900    1.390810
H      3.057750   -2.282990    2.087820
H      1.470980   -2.622270    2.847010
",4,C,"['C', 'H', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F96C0EB0>,0,,[H]C([H])([H])OC([H])([H])C([H])([H])[H].[H]N([H])C(O)C([H])([H])[H],[H]C([H])([H])OC([H])([H])C([H])([H])[H].[H]C([H])C(O)N([H])[H]
